question_id,reasoning_type,solver_answer,solver_value,solver_full_row,solver_row_position_ratio,solver_entity_physical_cell_count,solver_seen_before,solver_is_bold,expected_answer,expected_value,expected_full_row,expected_row_position_ratio,expected_entity_physical_cell_count,expected_is_bold,extreme_gap,extreme_gap_ratio,num_logical_rows
B-train-00782-q05,argmin,Đà Lạt,48.1,"Đà Lạt | 18.288 Đã đối chiếu | 3.649 | 175.496 | 48,1% | HS2695 | Điều chỉnh kỳ sau | 5.742 | triệu đồng | 8,1%",0.9230769230769231,3,True,False,Nha Trang,55.7,"Nha Trang | 21.671 | 2.295 | 47.932 | 55,7% | Không phát sinh | tấn | 14,8%",1.0,3,False,7.600000000000001,0.13644524236983843,14
B-train-00785-q03,argmax,Khánh Hòa,873.0,"Khánh Hòa | 873 | 6.984 | Theo dõi sâu bệnh | 17,4% | Cần rà soát | HS0616 | lượt | 07/07/2026",0.7692307692307693,2,True,False,Lâm Đồng,847.0,"Lâm Đồng | Cà phê | 847 | 3.388 | Theo dõi sâu bệnh | 6,9% | Cần rà soát | HS5782 | lượt | 16/09/2026",1.0,2,False,26.0,0.030696576151121605,14
B-train-00786-q08,argmin,Cần Thơ,272.0,Ghế xoay | Ram | 151 | 29 | 94 | 86 | Không phát sinh | 272 | C,0.4,1,True,False,VT318,1627.0,VT318 | Bộ | 113 | 52 | 75 | 90 | Chưa đủ chứng từ | 1.627 | B,0.7,1,False,1355.0,0.832821143208359,11
B-train-00789-q05,argmax,Cửa hàng 01,9435.0,"Cửa hàng 01 | 574 | 500.528 | 0,8% | 26/09/2026 | 5.653 | Cần rà soát | 9.435 | Đã đối chiếu | 3.743 | kWh",0.38461538461538464,2,False,False,Siêu thị trung tâm,9175.0,"Siêu thị trung tâm | 3423 | 1304 | 575.064 | 5,4% | 25/07/2026 | 5.414 | Cần rà soát | 9.175 | Chưa đủ chứng từ | 514 | hồ sơ",0.9230769230769231,3,False,260.0,0.028337874659400544,14
B-train-00792-q08,argmin,Khánh Hòa,679.0,"1.120 | 1.350 | 230 | 120,5% | 9.688 | HS9814 | 2.215 | Chưa đủ chứng từ | 5.857 | 679",0.1111111111111111,1,False,True,Miền Trung,798.0,"Miền Trung | 4.300 Đã đối chiếu | 4.100 | 95,3% | 1.154 | HS2655 | 6.395 | Đã đối chiếu | 8.658 | 798",0.6666666666666666,1,False,119.0,0.14912280701754385,10
B-train-00797-q07,argmin,GT77 Đã đối chiếu,2.2,"GT77 Đã đối chiếu | Hợp tác xã Thành Công | 1.150 | 1.050 | Chờ nghiệm thu | tấn | Không phát sinh | 9.012 | 6.545 | B | 2,2% | 25/01/2026",0.7777777777777778,1,False,False,GT21,8.7,"GT21 | Công ty Việt Phát | 880 | 690 | Mức A | ưu tiên | tấn | Không phát sinh | 4.503 | 1.526 | B | 8,7% | 18/02/2026",0.8888888888888888,1,False,6.499999999999999,0.7471264367816092,10
B-train-00799-q04,argmin,Đường vành đai Đã đối chiếu,17.0,"Đường vành đai Đã đối chiếu | 23.250 | 3.954 | 17,0% | Vật liệu | C | lượt | Đã kiểm tra",0.6666666666666666,1,False,False,Nhà máy nước,26.8,"Nhà máy nước | 26,8% | Mặt bằng | C | hồ sơ | 4.794 | Điều chỉnh kỳ sau",0.3333333333333333,1,False,9.8,0.3656716417910448,10
B-train-00804-q03,argmax,Ngoại,471.0,"Ngoại | 471 | 42 | 6 | 33 phút | 3,5% | HS1487 | Điều chỉnh kỳ sau | Cần rà soát",0.07692307692307693,3,False,False,Nhi,465.0,"Nhi | 465 | 24 | 12 | 36,3% | HS3944 | Điều chỉnh kỳ sau | Cần rà soát",0.6153846153846154,1,False,6.0,0.012903225806451613,14
B-train-00805-q02,argmin,Hải Phòng 02,2000.0,"Hải Phòng 02 | 2.000 | 5.620 | 130 | 15,9% | Không phát sinh | HS6331 | 15/10/2026 | 31,2%",0.6,2,True,False,Cần Thơ 02,3580.0,"Cần Thơ 02 | 3.580 | 8.150 | 170 | 3,1% | Đã đối chiếu | HS3795 | 26/08/2026 | 26,0%",0.4,1,False,1580.0,0.441340782122905,11
B-train-00808-q03,argmax,Hà Nội,8141.0,"Ổ cứng di động | Hộp | 88 | 66 | 94 | 8.141 | 17,3%",0.5555555555555556,1,True,False,VT284,7770.0,"VT284 | Bàn làm việc | 82 | 50 | 88 | 44 | 7.770 | 21,0%",0.3333333333333333,1,False,371.0,0.047747747747747746,10
B-train-00808-q04,argmin,Trạm 110kV Bắc,3.6,"Trạm 110kV Bắc | 5.611 Đã đối chiếu | 8,3% | 445 | 6 | 4.908 | Không phát sinh | A | 3,6% | 7.596 | 2.756",0.0,2,False,False,Trạm Tây Đô,18.1,"Trạm Tây Đô | 15.234 | 4,2% | 594 | 3 | 4.426 | Điều chỉnh kỳ sau | triệu đồng | B | 18,1% | 210",1.0,1,False,14.500000000000002,0.8011049723756907,9
B-train-00811-q04,argmin,Miền Trung,13.5,"2.970 | 402 | 13,5% | Vật liệu | 18,2% | HS6639 | tấn | Chưa đủ chứng từ | 5.496 | 08/11/2026 | 968",1.0,1,True,False,Cầu Đông Thành,38.0,"Cầu Đông Thành | 26.600 | 10.120 | 38,0% | Vật liệu | 30,9% | HS9114 | Mức A | ưu tiên | Điều chỉnh kỳ sau | 1.489 | 04/12/2026 | 2.645",0.4166666666666667,3,False,24.5,0.6447368421052632,13
B-train-00819-q02,argmin,Phú Quốc Đã đối chiếu,1268.0,"Phú Quốc Đã đối chiếu | 6.604 | 738 | 58.736 | 49,0% | 270 | 8.643 | 1.268 | kWh | 4.081 | 19,8% | 20/06/2026",0.4444444444444444,1,False,False,Đà Lạt,1750.0,"Đà Lạt | 6.335 | 6.001 Đã đối chiếu | 37.008 | 82,7% | 5.062 | 3.890 | 1.750 | triệu đồng | 633 | 27,0% | 13/05/2026",0.2222222222222222,2,False,482.0,0.2754285714285714,10
B-train-00819-q03,argmin,Phú Quốc Đã đối chiếu,49.0,"Phú Quốc Đã đối chiếu | 6.604 | 738 | 58.736 | 49,0% | 270 | 8.643 | 1.268 | kWh | 4.081 | 19,8% | 20/06/2026",0.4444444444444444,1,False,False,Vịnh Hạ Long,52.4,"Vịnh Hạ Long | 2.415 | 1.255 | 14.680 | 52,4% | 2.288 | 3.804 | 3.660 | tấn | 8.721 | Đã kiểm tra",0.5555555555555556,1,False,3.3999999999999986,0.06488549618320608,10
B-train-00822-q06,argmin,Miền Nam,2569.0,"Công ty Minh An | 2.070 | 1.900 | Mức A | ưu tiên | 26/12/2026 | Điều chỉnh kỳ sau | 1.130 | 12,2% | 2.569",1.0,1,True,False,GT28,2964.0,GT28 | Công ty Việt Phát | 820 Đã đối chiếu | 640 | Đã duyệt | 01/08/2026 Đã đối chiếu | Chưa đủ chứng từ | 3.900 | 2.964,0.3,1,False,395.0,0.13326585695006748,11
B-train-00826-q03,argmin,Đà Nẵng 01 Đã đối chiếu,0.7,"Đà Nẵng 01 Đã đối chiếu | 9.110 | 1.930 | 10,8% | 6.398 | 6.201 | 0,7% | lượt | Đã đối chiếu | 9.308",0.18181818181818182,1,False,False,Khánh Hòa 03,2.6,"Khánh Hòa 03 | 7.290 | 7.550 | 140 | 12,0% | 5.026 | 350 | HS0114 | 2,6% | triệu đồng | Không phát sinh | 6.472",0.7272727272727273,1,False,1.9000000000000001,0.7307692307692308,12
B-train-00830-q01,argmax,Cần Thơ,34.1,"5837 | 80,0% | 732 | 75.881 | 34,1% | 4.051 | HS3564 | 5.710",0.5,1,True,True,Kho Bình Dương,28.6,"Kho Bình Dương | 618 | 90,8% | 141 | 6.798 | 28,6% | 4.811 | HS4308 | 2.117 | 7.372 | Không phát sinh",0.25,1,False,5.5,0.1923076923076923,9
B-train-00830-q08,argmax,Cần Thơ,732.0,"5837 | 80,0% | 732 | 75.881 | 34,1% | 4.051 | HS3564 | 5.710",0.5,1,True,True,Kho Bình Dương,663.0,"Kho Bình Dương | 5541 | 89,9% | 663 | 360.165 | 21,7% Đã đối chiếu | 5.929 | HS8358 | 3.849 | 4.220 | Chưa đủ chứng từ",0.875,2,False,69.0,0.10407239819004525,9
B-train-00832-q01,argmin,Đồng Nai,1388.0,42 | 39 | 3 | -3 | 1.388 | triệu đồng | 3.440 | 19/07/2026 | HS3529,0.9230769230769231,1,True,False,Vận hành,3770.0,Vận hành | 31 | 30 | -1 | 3.770 | lượt | 7.482 | 03/02/2026 | HS9623,0.6153846153846154,2,False,2382.0,0.6318302387267904,14
B-train-00835-q10,argmin,Hải Phòng,330.0,20.208 | 1.606 | 174.512 | 330 | 5.123 | 4.481 | 13/07/2026,1.0,1,True,True,Vịnh Hạ Long,2781.0,"Vịnh Hạ Long | 6.358 | 5.554 | 35.736 | 62,7% | 2.781 | 7.431 | 6.643 | 12/07/2026",0.0,3,False,2451.0,0.8813376483279396,14
B-train-00836-q04,argmin,Hà Nội,2.0,Mực máy in | Ram | 88 | 2 | 85 | 5 | 1.679 | Chưa đủ chứng từ | 2.004 | C,0.75,1,True,False,VT876,29.0,VT876 | Bộ Đã đối chiếu | 92 | 29 | 4 | 117 | 6.389 | Không phát sinh | 9.376 | C,0.8333333333333334,1,False,27.0,0.9310344827586207,13
B-train-00837-q01,argmin,Trạm 110kV Bắc,4.1,"Trạm 110kV Bắc | 7,3% | 214 | 2 | 4,1% | Đã đối chiếu | A | 2.385 | HS6009 | 3.831",0.35714285714285715,3,True,False,Trạm Cao Nguyên,12.0,"Trạm Cao Nguyên | 16.422 | 7,4% | 250 | 0 | 12,0% | Chưa đủ chứng từ | A | 6.174 | 9.956",1.0,3,False,7.9,0.6583333333333333,15
B-train-00841-q02,argmax,Miền Bắc Đã đối chiếu,9553.0,"Miền Bắc Đã đối chiếu | 4.450 | 5.040 | 590 | 113,3% | 8.334 | 9.553 | tấn | 21/03/2026 | 4,0% | Đã đối chiếu",0.5,1,False,True,Miền Nam,9354.0,"Miền Nam | 940 | -600 | 36,2% | 5.733 | 9.354 | hồ sơ | 27/10/2026",0.2,2,False,199.0,0.02127432114603378,11
B-train-00842-q06,argmax,Cửa biển Đà Nẵng Đã đối chiếu,9450.0,"Cửa biển Đà Nẵng Đã đối chiếu | 7,96 Đã đối chiếu | 31 | 30 | Vượt ngưỡng | HS0119 | 9.450 | 4.401 | 4.330 | Chưa đủ chứng từ | Cần rà soát | lượt",0.5,1,False,False,Sông Hương,8959.0,"Sông Hương | 7,89 | 18 | 28 | Cần theo dõi | HS5087 | 8.959 | 1.678 | 681 | Chưa đủ chứng từ | B | kWh",0.75,1,False,491.0,0.054805223797298804,9
B-train-00843-q01,argmax,Miền Trung,8979.0,"44 | 45 | 0 | +1 | 8.979 | 1,5% | HS9551 | Chưa đủ chứng từ | kWh | 204 | B",0.1,1,True,False,Kinh doanh,7935.0,"Kinh doanh | 31 | 28 | -3 | 7.935 | 31,9% | HS8571 | Đã đối chiếu | tấn | 5.632 | Cần rà soát",0.6,1,False,1044.0,0.13156899810964084,11
B-train-00844-q02,argmin,Kho Bình Dương,729.0,"Kho Bình Dương | 92,9% Đã đối chiếu | 920 | 351.000 | 204 Đã đối chiếu | 729",0.2222222222222222,2,False,True,Kho Hà Nội,748.0,"Kho Hà Nội | 4578 | 85,8% | 385 | 91.560 | 693 | 748 | 1.650 | hồ sơ Đã đối chiếu",0.5555555555555556,2,False,19.0,0.02540106951871658,10
B-train-00851-q10,argmin,Đường vành đai Đã đối chiếu,837.0,"Đường vành đai Đã đối chiếu | 4.080 | 837 | 20,5% | Không | 3.307 | Cần rà soát | Không phát sinh | 6.190 | 12,2% | 6.994 | kWh",0.75,1,False,False,Nhà máy nước,3022.0,"Nhà máy nước | 3.022 | 16,8% | Vật liệu | Không phát sinh | 1.450 | 34,3% | 4.008 | tấn",1.0,1,False,2185.0,0.7230311052283256,9
B-train-00855-q05,argmax,Ngoại,403.0,Ngoại | 403 | 37 | 7 | 33 phút | Cần rà soát | 7.340 | 8.322 | Đã đối chiếu | HS0315,0.875,2,True,True,Mắt,362.0,Mắt | 362 | 60 | 5 | Mức A | ưu tiên | Cần rà soát | 6.601 | 5.640 | Điều chỉnh kỳ sau | HS7177,0.5,1,False,41.0,0.1132596685082873,9
B-train-00860-q03,argmin,Tây Nguyên,-1.8,"7.030 | 1.800 | 420 | -1,8% | Chưa đủ chứng từ | 119 | triệu đồng | A | 27/10/2026 | HS4874",0.4166666666666667,1,False,False,Đà Nẵng 01,6.2,"Đà Nẵng 01 | 4.700 | 7.210 | 260 | 6,2% | Đã đối chiếu | 377 | kWh | 37,5% | B | 28/04/2026 | HS7781",1.0,2,False,8.0,1.2903225806451613,13
B-train-00861-q03,argmax,Công nghệ,37.2,"Công nghệ | 31 | 6 | -6 | C | 37,2% | hồ sơ | 3.951 | 6.704 | 2.829 | HS4322",0.25,2,False,False,Chăm sóc khách hàng,35.1,"Chăm sóc khách hàng | 44 | 38 | 6 | -6 | B | 35,1% | triệu đồng | 706 | 7.587 | Đã kiểm tra",0.9166666666666666,1,False,2.1000000000000014,0.059829059829059866,13
B-train-00862-q02,argmin,Sông Hồng,8.0,"Sông Hồng | 7,77 Đã đối chiếu | 8 | 7 | Tốt | 5.097 | HS2699 | 9.419 | 10/03/2026 | 3,0% | C | 6.256",0.5555555555555556,4,True,False,Hồ Xuân Hương,16.0,"Hồ Xuân Hương | 5,82 | 16 | 26 | Chấp nhận | 4.410 | HS0205 | 1.475 | 04/06/2026 | 19,2% | Cần rà soát | 8.163",0.6666666666666666,4,False,8.0,0.5,19
B-train-00867-q01,argmin,THPT Nguyễn Trãi,783.0,"THPT Nguyễn Trãi | 12A | 25 Đã đối chiếu | 25 | 100,0% | kWh | 7.193 | 783 | 27,8% | Chưa đủ chứng từ",0.2631578947368421,4,True,False,THPT Trần Phú,830.0,"THPT Trần Phú | 12C | 40 | 33 | 82,5% | 9.645 | 830 | 26,4% | Đã đối chiếu",0.8947368421052632,4,False,47.0,0.056626506024096385,20
B-train-00868-q01,argmin,Đồng bằng sông Cửu Long,16.0,Ghế xoay | Hộp | 62 | 16 | 19 | 59 | Cần rà soát | 9.389 | 8.545,0.4,1,True,False,VT348,20.0,VT348 | Máy quét tài liệu | Hộp | 42 | 20 | 16 | 46 | 2.188 | 4.065,1.0,1,False,4.0,0.2,11
B-train-00872-q10,argmax,Xe cơ giới,701.0,"Xe cơ giới | 701 | 6.309 | 2.431 | 38,5% | 347 | 552 | 8.777",0.5454545454545454,3,True,False,Khánh Hòa,669.0,"Khánh Hòa | 669 | 6.021 | 1.720 | 28,6% | 244 | 13/05/2026 | Đã kiểm tra",0.2727272727272727,1,False,32.0,0.04783258594917788,12
B-train-00877-q05,argmax,Khánh Hòa,32070.0,2182 | 35 | 32.070 | hồ sơ | C | 1.779 | 12/06/2026 | 6.235 | HS3606 | Điều chỉnh kỳ sau,0.4444444444444444,1,True,False,Thai sản,19642.0,Thai sản | 1403 | 41 | 19.642 | hồ sơ | C | 7.712 | 19/05/2026,0.8888888888888888,1,False,12428.0,0.6327257916709093,10
B-train-00885-q03,argmin,Kho trung chuyển,1496.0,"Kho trung chuyển | 83,5% | 91 | 56.376 | 5.773 | kWh | 19/07/2026 | 3.569 | 1.496 | Mức A | ưu tiên | B",0.3333333333333333,2,False,False,Kho Đà Nẵng,2232.0,"Kho Đà Nẵng | 1326 | 89,0% | 450 | 27.846 | 6.813 | triệu đồng | 11/11/2026 | 6.476 | 2.232 | Đã kiểm tra",0.9166666666666666,3,False,736.0,0.32974910394265233,13
B-train-00885-q06,argmax,Cần Thơ,9684.0,"4563 | 85,4% | 651 | 260.091 | 1.873 | hồ sơ | 20/01/2026 | 9.684 | 7.658 | 6.634 | A",0.6666666666666666,1,False,False,Kho Hà Nội,7178.0,"Kho Hà Nội | 2400 | 91,4% | 863 | 36.000 | 9.833 | hồ sơ | 09/09/2026 | 7.178 | 3.876 | 5.181 | C",0.8333333333333334,2,True,2506.0,0.34912231819448314,13
B-train-00885-q07,argmax,Đà Nẵng – Huế,339416.0,"Đà Nẵng – Huế | 1.672 | 92,5% | 339.416 | Tăng chuyến | 6.882 | 7.249 | 3.829 | HS5032",0.5555555555555556,2,False,False,TP.HCM – Cần Thơ,242880.0,"TP.HCM – Cần Thơ | 44 | 1.760 | 91,2% | 242.880 | Tăng chuyến | 3.806 | 8.527 | Đã kiểm tra",0.2222222222222222,2,False,96536.0,0.39746376811594203,10
B-train-00887-q06,argmax,Khánh Hòa,510.0,"7.520 | 5.210 | 510 | 16,8% | C | 06/04/2026 | 6.269",0.6363636363636364,1,True,False,Cần Thơ 02,500.0,"Cần Thơ 02 | 7.880 | 500 | 4,9% | B | Điều chỉnh kỳ sau | 13/03/2026 | 7.013",0.8181818181818182,1,False,10.0,0.02,12
B-train-00889-q04,argmin,Đà Nẵng – Huế Đã đối chiếu,341.0,"Đà Nẵng – Huế Đã đối chiếu | 27 | 999 | 83,4% | 195.804 | Điều chỉnh giờ | 28/11/2026 | 38,0% | 6.344 | hồ sơ | 341 | HS5133",0.08333333333333333,1,False,True,Hà Nội – Hải Phòng,2194.0,"Hà Nội – Hải Phòng | 31 | 558 | 83,5% | 72.540 | Tăng chuyến | 09/04/2026 | 11,8% | 9.198 | tấn | 2.194 | HS4707",1.0,3,False,1853.0,0.8445761166818596,13
B-train-00894-q07,argmax,Cầu Đông Thành,28150.0,"Cầu Đông Thành | 28.150 | 3.532 | 12,5% | Không | A | tấn | 394 | HS4881 | 6.160 Đã đối chiếu | 36,0% | Không phát sinh",0.625,2,True,False,Trường liên cấp,24600.0,Trường liên cấp | 24.600 | 20.272 | Mặt bằng | Cần rà soát | triệu đồng | HS8789 | 6.979 | Mức A | ưu tiên | Chưa đủ chứng từ,0.25,1,False,3550.0,0.1443089430894309,9
B-train-00897-q06,argmin,Đồng Nai,375.0,"15 | 375 | Mức A | ưu tiên | 73.500 | Tăng chuyến | 3.116 | 1.940 | Không phát sinh | B | 6,2%",0.8,1,True,False,Nha Trang – Đà Lạt,494.0,"Nha Trang – Đà Lạt | 13 | 494 | 87,2% | 75.088 | Tăng chuyến | 7.801 | 3.364 | Đã kiểm tra",0.3,1,False,119.0,0.2408906882591093,11
B-train-00899-q06,argmin,Miền Bắc,656.0,"Miền Bắc | 2.450 Đã đối chiếu | 2.710 | 260 | 110,6% | 656 | Đã đối chiếu | 1.963 | 11,4% | HS9991 | A | 19/11/2026",0.5555555555555556,1,False,False,Miền Trung,2242.0,"Miền Trung | 4.710 | 4.780 | 70 | 101,5% | 2.242 | Điều chỉnh kỳ sau | 2.509 | 31,8% | HS0117 | B | 07/02/2026",0.1111111111111111,2,True,1586.0,0.7074041034790366,10
B-train-00908-q10,argmin,Kho Bình Dương,0.0,"Kho Bình Dương | 91,6% | 0 | 120.024 | 5.815 | HS6522 | 1.073 | Cần rà soát | 22/11/2026",0.75,3,True,False,Kho Đà Nẵng,132.0,"Kho Đà Nẵng | 2203 | 93,3% | 132 | 88.120 | 9.345 | HS8065 | 1.331 | C | 22/08/2026",0.6875,4,False,132.0,1.0,17
B-train-00910-q06,argmin,Trạm 110kV Bắc,1.4,"Trạm 110kV Bắc | 1.638 Đã đối chiếu | 1,4% | 541 | 0 | Không phát sinh | 9.582 | 311 | A | Đã kiểm tra",0.4166666666666667,2,True,False,Trạm Tây Đô,3.4,"Trạm Tây Đô | 2.663 | 3,4% | 653 | 4 | Không phát sinh | 9.672 | 3.557 | Cần rà soát | HS1030 | 466",0.6666666666666666,2,False,2.0,0.5882352941176471,13
B-train-00912-q05,argmax,Khánh Hòa,9713.0,"93.368 | 2,0% | 65 | 28/06/2026 | triệu đồng | 9.713 | Cần rà soát | Chưa đủ chứng từ",0.6,1,True,False,Mức A | ưu tiên,8833.0,"Mức A | ưu tiên | 34.133 | 98.562 | 0,6% | 61 | 19/07/2026 | hồ sơ | 8.833",0.9,1,True,880.0,0.099626400996264,11
B-train-00918-q02,argmax,Hà Nội 01,9340.0,"Hà Nội 01 | 9.340 | 4.020 | 700 | 9,3% | 19,8% | 24/07/2026",0.38461538461538464,3,True,False,Khánh Hòa 03,8900.0,"Khánh Hòa 03 | 8.900 | 7.230 | 700 | 5,7% | 14,8% | 13/07/2026 | C | HS1077",0.6153846153846154,1,False,440.0,0.04943820224719101,14
B-train-00919-q05,argmin,Đồng bằng sông Cửu Long,384.0,"12D | 28 | 17 | 60,7% | 1.609 | triệu đồng | 6.180 | 384 | HS0845 | Chưa đủ chứng từ",0.25,1,True,False,THPT Trần Phú,1385.0,"THPT Trần Phú | 12C | 47 | 35 | 74,5% | 8.770 | B | hồ sơ | 8.662 | 1.385 | HS6446 | Đã đối chiếu",1.0,2,False,1001.0,0.7227436823104693,13
B-train-00921-q10,argmin,Kho trung chuyển Đã đối chiếu,217.0,"Kho trung chuyển Đã đối chiếu | 5309 | 89,9% | 217 | 164.579 | Cần rà soát | 6.156 | 26/07/2026 | Không phát sinh | HS8150 | 5.531 | 20,1%",0.4,1,False,False,Kho Hà Nội,254.0,"Kho Hà Nội | 2092 | 83,4% | 254 | 35.564 | B | 8.241 | 13/06/2026 | Đã đối chiếu | HS3606 | 507 | 14,1%",0.0,2,False,37.0,0.14566929133858267,11
B-train-00922-q05,argmax,Sông Hương,8.25,"Sông Hương | 8,25 | 85 Đã đối chiếu | 18 | Tốt | 7.710 | A | lượt | HS5040 | 5.947",0.5,3,True,False,Đồng bằng sông Cửu Long,8.08,"Đồng bằng sông Cửu Long | 8,08 | 22 | 47 | Vượt ngưỡng Đã đối chiếu | 101 | B | Chưa đủ chứng từ | HS3114 | 162",0.3333333333333333,1,False,0.16999999999999993,0.02103960396039603,13
B-train-00927-q01,argmax,Hà Nội,2430.0,2.430 | 2.310 | Đã duyệt | 14/07/2026 | B | lượt | Điều chỉnh kỳ sau | 3.709 | 7.888 | HS8107,0.3,1,True,False,GT43,2180.0,GT43 | Công ty Nam Việt | 2.180 | 1.960 | Chờ nghiệm thu | 13/06/2026 | B | lượt | Chưa đủ chứng từ | 1.717 | 5.428 | 724 | HS2389,0.4,1,False,250.0,0.11467889908256881,11
B-train-00928-q02,argmin,Khu vực ven biển Đã đối chiếu,15.0,"Khu vực ven biển Đã đối chiếu | 50.647 | 0,6% | 15 | 2.885 | tấn | 24/05/2026 | 2.317 | 5.114 | 9.460 | Cần rà soát | HS2049 | Không phát sinh",0.9230769230769231,1,False,True,Cụm BTS-01,19.0,"Cụm BTS-01 | 32.541 | 65.006 | 2,2% | 19 | 5.439 | hồ sơ | 09/01/2026 | 9.803 | 8.194 | 1.393 | C | HS0414",0.7692307692307693,2,False,4.0,0.21052631578947367,14
B-train-00929-q03,argmin,Miền Nam,700.0,"Mức A | ưu tiên | 27 | 3 | Cần theo dõi | 2.244 | 5,9% | 700 | 543 | HS7178",0.9090909090909091,1,True,False,Sông Hồng,1277.0,"Sông Hồng | 6,83 | 55 | 44 | Vượt ngưỡng | 1.177 | 22,6% | 1.277 | 4.027 | HS2689",0.0,2,False,577.0,0.45184025058731403,12
B-train-00929-q06,argmin,Hồ Xuân Hương,135.0,"Hồ Xuân Hương | 7,62 Đã đối chiếu | 49 | 25 | Tốt | 135 | 14,9% | 4.792",0.6363636363636364,2,True,False,Sông Hồng,185.0,"Sông Hồng | 5,88 | 11 | 18 | Cần theo dõi | 185 | 6,2% | 5.209 | 6.517 | HS4481",0.45454545454545453,2,False,50.0,0.2702702702702703,12
B-train-00930-q10,argmax,Cửa biển Đà Nẵng,9111.0,"Cửa biển Đà Nẵng | 7,35 Đã đối chiếu | 87 | 38 | Chấp nhận | 8.131 | 8.654 | C | 9.111 | Chưa đủ chứng từ | 29,4% | tấn",0.4,1,False,False,Sông Hương,6384.0,"Sông Hương | 8,13 | 94 | 12 | Cần theo dõi | 5.914 | 7.068 | B | 6.384 | 24,7% | kWh",0.1,2,False,2727.0,0.42716165413533835,11
B-train-00932-q01,argmin,Đà Nẵng,1352.0,"15.195 | 6,0% | 917 | 1 | 11/03/2026 | B | 1.352 | lượt | 2.561 | 3.930 | Điều chỉnh kỳ sau | 7.985",0.46153846153846156,1,True,False,Mức A | ưu tiên,2231.0,"Mức A | ưu tiên | 14.166 | 5,7% | 829 | 6 | 03/07/2026 | A Đã đối chiếu | 2.231 | triệu đồng | 5.829 | 3.085 | Điều chỉnh kỳ sau | 393",0.07692307692307693,1,False,879.0,0.393993724787091,14
B-train-00932-q10,argmax,Ốm đau,9833.0,"Ốm đau | 123 | 14 Đã đối chiếu | 1.107 | 19,2% | B | 4.640 | triệu đồng | 9.833 | 26/01/2026",0.8571428571428571,3,True,False,Tai nạn lao động,9798.0,"Tai nạn lao động | 1917 | 1810 | 83 | 23.530 | Đã đối chiếu | 37,7% | C | 3.872 | tấn | 9.798 | 04/10/2026",0.6428571428571429,2,False,35.0,0.003572157583180241,15
B-train-00941-q10,argmax,Hải Phòng,73.0,"423 | 73 | 5 | 29 phút | 8.429 | 5.637 | 20/04/2026 | A | kWh | Điều chỉnh kỳ sau | 4,5% | HS0601 | 4.214",0.16666666666666666,1,True,False,Ngoại,61.0,"Ngoại | 337 | 61 | 3 | 17 phút | 1.539 | 5.727 | 27/03/2026 | Cần rà soát | triệu đồng Đã đối chiếu | Chưa đủ chứng từ | 8,8%",0.5833333333333334,1,False,12.0,0.19672131147540983,13
B-train-00943-q02,argmax,Đà Nẵng,114.0,"Cái | 118 | 114 | 35 | 197 | 21,2% | 5.534 | 6.093 | Chưa đủ chứng từ | 4.359 | 21/03/2026",0.42857142857142855,1,True,False,VT158,107.0,"VT158 | Bàn làm việc | Hộp | 30 | 107 | 63 Đã đối chiếu | 74 | 9,5% | 4.032 | 7.993 | Không phát sinh | 9.751 | 22/11/2026",0.21428571428571427,1,False,7.0,0.06542056074766354,15
B-train-00951-q08,argmax,GT18,2070.0,GT18 | Hợp tác xã Thành Công | 2.070 | 2.050 | Đang thực hiện | Không phát sinh | 02/10/2026 | tấn | 3.047 | HS6945,0.9473684210526315,3,True,False,GT47,1900.0,GT47 | Công ty Đông Á | 1.900 | 1.840 | Chờ nghiệm thu | Điều chỉnh kỳ sau | 27/02/2026 | kWh | 4.174 | HS9139,0.8947368421052632,1,False,170.0,0.08947368421052632,20
B-train-00953-q07,argmax,Đồng Nai,9428.0,"19 | 380 | 85,7% | 61.560 | Điều chỉnh giờ | kWh | 5.048 | 18/06/2026 | 4.777 | 9.428 | HS1498",0.6666666666666666,1,True,False,Đà Nẵng – Huế,9215.0,"Đà Nẵng – Huế | 39 | 1.521 | 98,8% | 197.730 | Điều chỉnh giờ | triệu đồng | 287 | Mức A | ưu tiên | 5.188 | 9.215 | HS7998",0.08333333333333333,2,False,213.0,0.02311448724905046,13
B-train-00953-q10,argmin,Đà Nẵng – Huế,1363.0,"Đà Nẵng – Huế | 407 | 91,8% | 79.365 | Điều chỉnh giờ | hồ sơ | 1.579 | 08/10/2026 | 1.363",0.75,2,True,False,Đồng Nai,1751.0,"Đồng Nai | 34 | 782 | 86,1% | 139.978 | lượt | 2.871 | 21/06/2026 | 8.718 | 1.751 | HS4314",0.5833333333333334,1,False,388.0,0.22158766419189035,13
B-train-00958-q01,argmax,Hà Nội,100.0,"12A | 29 | 29 | 100,0% | 6.074 | triệu đồng | B | 6.765",0.35714285714285715,1,True,False,THPT Trần Phú,97.9,"THPT Trần Phú | 12C | 48 | 97,9% | 1.004 | 3.063 | triệu đồng | A | 07/05/2026 | 8.198",0.8571428571428571,3,False,2.0999999999999943,0.021450459652706786,15
B-train-00964-q08,argmin,Thai sản,1615.0,"Thai sản | 95 | 9 | 1.615 | 15,9% | B | 22/09/2026 | 9.809",0.8666666666666667,1,False,True,Thất nghiệp,2950.0,"Thất nghiệp | 635 | 590 | 27 | 2.950 | lượt | 16,7% | A | 03/04/2026 | 7.880",0.4,3,False,1335.0,0.45254237288135596,16
