document_id,page,table,reasoning_type,value_column,return_column,question_id,expected_answer,expected_row,solver_answer,solver_row,is_correct,table_expected_rows,table_solver_rows,table_expected_row_count,table_solver_row_count
B-train-00784,2,1,argmax,Hoàn trả,Điểm bán,B-train-00784-q09,Siêu thị trung tâm,5,Siêu thị trung tâm,5,True,5,5,1,1
B-train-00785,1,1,argmax,Diện tích (ha),Địa bàn,B-train-00785-q03,Lâm Đồng,16,Khánh Hòa,13,False,16,13,1,1
B-train-00785,2,1,argmin,Kỳ trước,Nghiệp vụ,B-train-00785-q06,Sức khỏe,13,Sức khỏe,13,True,8|13,8|13,2,2
B-train-00785,2,1,argmax,Kế hoạch năm,Nghiệp vụ,B-train-00785-q08,Sức khỏe,8,Sức khỏe,8,True,8|13,8|13,2,2
B-train-00785,1,2,argmin,Kế hoạch năm,Trạm,B-train-00785-q10,Trạm 110kV Bắc,3,Trạm 110kV Bắc,3,True,3,3,1,1
B-train-00786,1,1,argmax,Kế hoạch năm,Tuyến,B-train-00786-q01,TP.HCM – Cần Thơ,5,TP.HCM – Cần Thơ,5,True,5,5,1,1
B-train-00786,1,2,argmax,Tồn cuối,Mã hàng,B-train-00786-q04,VT402,3,VT402,3,True,3|10,3|6,2,2
B-train-00786,1,2,argmin,Kỳ trước,Mã hàng,B-train-00786-q08,VT318,10,Cần Thơ,6,False,3|10,3|6,2,2
B-train-00787,1,2,argmin,Lượt khách,Điểm bán,B-train-00787-q01,Siêu thị trung tâm,10,Siêu thị trung tâm,10,True,5|10,5|10,2,2
B-train-00787,1,2,argmax,Số đơn,Điểm bán,B-train-00787-q03,Đồng bằng sông Cửu Long,5,Đồng bằng sông Cửu Long,5,True,5|10,5|10,2,2
B-train-00787,1,1,argmin,Bồi thường,Nghiệp vụ,B-train-00787-q08,Xe cơ giới,4,Xe cơ giới,4,True,4,4,1,1
B-train-00788,2,1,argmax,Thí sinh,Đơn vị,B-train-00788-q05,THPT Nguyễn Trãi,8,THPT Nguyễn Trãi,8,True,8,8,1,1
B-train-00788,1,1,argmax,Giải ngân,Dự án,B-train-00788-q06,Miền Nam,12,Miền Nam,12,True,12,12,1,1
B-train-00788,1,2,argmin,Lượt khách,Điểm bán,B-train-00788-q07,Miền Trung,8,Miền Trung,8,True,8,8,1,1
B-train-00789,2,1,argmax,Hành khách,Tuyến,B-train-00789-q03,Đà Nẵng – Huế,8,Đà Nẵng – Huế,8,True,8|14,8|14,2,2
B-train-00789,1,2,argmax,Kỳ này,Điểm bán,B-train-00789-q05,Siêu thị trung tâm,15,Cửa hàng 01,8,False,15,8,1,1
B-train-00789,1,1,argmin,Hoàn trả,Điểm bán,B-train-00789-q06,Cửa hàng 02,4,Cửa hàng 02,4,True,4,4,1,1
B-train-00789,2,1,argmin,Đúng giờ,Tuyến,B-train-00789-q09,Nha Trang – Đà Lạt,14,Nha Trang – Đà Lạt,14,True,8|14,8|14,2,2
B-train-00790,2,1,argmin,Tăng trưởng,Chi nhánh,B-train-00790-q02,Cần Thơ 02,22,Cần Thơ 02,22,True,22,22,1,1
B-train-00790,1,1,argmax,Nợ quá hạn,Chi nhánh,B-train-00790-q03,Khánh Hòa 03,11,Khánh Hòa 03,11,True,11|13|18,11|13|18,3,3
B-train-00790,1,1,argmin,Kế hoạch năm,Chi nhánh,B-train-00790-q04,Hà Nội 01,13,Hà Nội 01,13,True,11|13|18,11|13|18,3,3
B-train-00790,1,1,argmax,Tăng trưởng,Chi nhánh,B-train-00790-q05,Hà Nội 01,18,Hà Nội 01,18,True,11|13|18,11|13|18,3,3
B-train-00791,1,1,argmax,Nhập viện,Khoa,B-train-00791-q01,Mắt,19,Mắt,19,True,19|21,19|21,2,2
B-train-00791,1,1,argmin,Nhập viện,Khoa,B-train-00791-q02,Nội tổng hợp,21,Nội tổng hợp,21,True,19|21,19|21,2,2
B-train-00791,2,1,argmax,Chuyển tuyến,Khoa,B-train-00791-q06,Tai Mũi Họng,6,Tai Mũi Họng,6,True,6|11,6|11,2,2
B-train-00791,2,1,argmin,Kế hoạch năm,Khoa,B-train-00791-q07,Mắt,11,Mắt,11,True,6|11,6|11,2,2
B-train-00792,1,2,argmin,Kỳ này,Dự án,B-train-00792-q01,Mức A | ưu tiên,3,Mức A | ưu tiên,3,True,3|12,3|12,2,2
B-train-00792,1,2,argmax,Tiến độ,Dự án,B-train-00792-q04,Khu tái định cư,12,Khu tái định cư,12,True,3|12,3|12,2,2
B-train-00792,1,1,argmin,Kỳ này,Khu vực,B-train-00792-q08,Miền Trung,9,Khánh Hòa,3,False,9,3,1,1
B-train-00793,2,1,argmin,Chi trả,Nhóm chế độ,B-train-00793-q03,Hưu trí,8,Hưu trí,8,True,8,8,1,1
B-train-00793,1,1,argmax,Lũy kế,Nhóm chế độ,B-train-00793-q07,Thai sản,6,Thai sản,6,True,6|22,6|22,2,2
B-train-00793,1,1,argmax,Kỳ này,Nhóm chế độ,B-train-00793-q08,Tai nạn lao động,22,Tai nạn lao động,22,True,6|22,6|22,2,2
B-train-00794,1,1,argmax,Lũy kế,Đơn vị,B-train-00794-q05,THPT Trần Phú,10,THPT Trần Phú,10,True,10|19,10|19,2,2
B-train-00794,1,1,argmin,Tỷ trọng (%),Đơn vị,B-train-00794-q06,THPT Lê Quý Đôn,19,THPT Lê Quý Đôn,19,True,10|19,10|19,2,2
B-train-00794,1,1,argmin,Kỳ này,Đơn vị,B-train-00794-q09,THPT Lê Quý Đôn,19,THPT Lê Quý Đôn,19,True,10|19,10|19,2,2
B-train-00795,1,2,argmax,Kế hoạch năm,Kho/điểm,B-train-00795-q01,Kho Bình Dương,10,Kho Bình Dương,10,True,3|4|9|10,3|4|9|10,4,4
B-train-00795,1,2,argmin,Kỳ trước,Kho/điểm,B-train-00795-q02,Kho Đà Nẵng,4,Kho Đà Nẵng,4,True,3|4|9|10,3|4|9|10,4,4
B-train-00795,1,2,argmin,Kỳ này,Kho/điểm,B-train-00795-q04,Kho Đà Nẵng,9,Kho Đà Nẵng,9,True,3|4|9|10,3|4|9|10,4,4
B-train-00795,1,2,argmax,Đúng hạn,Kho/điểm,B-train-00795-q08,Kho Hà Nội,3,Kho Hà Nội,3,True,3|4|9|10,3|4|9|10,4,4
B-train-00796,1,1,argmax,Giá dự toán,Gói thầu,B-train-00796-q03,GT26,8,GT26,8,True,8,8,1,1
B-train-00796,1,2,argmin,Tổn thất,Trạm,B-train-00796-q06,Trạm Nam Sông,5,Trạm Nam Sông,5,True,5,5,1,1
B-train-00797,1,2,argmax,Tỷ trọng (%),Gói thầu,B-train-00797-q01,GT58,9,GT58,9,True,9|11,9|10,2,2
B-train-00797,1,1,argmax,Tỷ lệ,Nghiệp vụ,B-train-00797-q04,Hàng hóa,11,Hàng hóa,11,True,5|11,5|11,2,2
B-train-00797,1,2,argmin,Tỷ trọng (%),Gói thầu,B-train-00797-q07,GT21,11,GT77 Đã đối chiếu,10,False,9|11,9|10,2,2
B-train-00797,1,1,argmin,Kỳ trước,Nghiệp vụ,B-train-00797-q08,Mức A | ưu tiên,5,Mức A | ưu tiên,5,True,5|11,5|11,2,2
B-train-00798,1,2,argmax,Kỳ này,Khu vực,B-train-00798-q01,Miền Bắc,3,Miền Bắc,3,True,3|5,3|5,2,2
B-train-00798,2,1,argmax,Lũy kế,Trạm,B-train-00798-q03,Trạm Nam Sông,10,Trạm Nam Sông,10,True,10,10,1,1
B-train-00798,1,1,argmin,Kỳ này,Đơn vị,B-train-00798-q06,THPT Trần Phú,5,THPT Trần Phú,5,True,5,5,1,1
B-train-00798,1,2,argmin,Kỳ trước,Khu vực,B-train-00798-q08,Miền Nam,5,Miền Nam,5,True,3|5,3|5,2,2
B-train-00799,2,1,argmin,Tiến độ,Dự án,B-train-00799-q04,Nhà máy nước,6,Đường vành đai Đã đối chiếu,9,False,5|6,5|9,2,2
B-train-00799,1,2,argmax,Diện tích (ha),Địa bàn,B-train-00799-q06,Hải Phòng,4,Hải Phòng,4,True,4,4,1,1
B-train-00799,2,1,argmin,Giải ngân,Dự án,B-train-00799-q07,Mức A | ưu tiên,5,Mức A | ưu tiên,5,True,5|6,5|9,2,2
B-train-00799,1,1,argmax,Doanh thu,Điểm đến,B-train-00799-q09,Nha Trang,6,Nha Trang,6,True,6,6,1,1
B-train-00800,1,2,argmin,Giá trúng,Gói thầu,B-train-00800-q06,GT44,5,GT44,5,True,5,5,1,1
B-train-00800,1,1,argmax,Kỳ này,Khoa,B-train-00800-q08,Nhi,11,Nhi,11,True,11,11,1,1
B-train-00801,1,1,argmax,Nợ quá hạn,Chi nhánh,B-train-00801-q02,Hải Phòng 02,14,Hải Phòng 02,14,True,12|14,12|14,2,2
B-train-00801,1,1,argmin,Kỳ này,Chi nhánh,B-train-00801-q04,Cần Thơ 02,12,Cần Thơ 02,12,True,12|14,12|14,2,2
B-train-00801,2,1,argmax,Nợ quá hạn,Chi nhánh,B-train-00801-q07,Khánh Hòa 03,19,Khánh Hòa 03,19,True,18|19,18|19,2,2
B-train-00801,2,1,argmin,Huy động,Chi nhánh,B-train-00801-q10,Đà Nẵng 01,18,Đà Nẵng 01,18,True,18|19,18|19,2,2
B-train-00802,1,2,argmin,Kỳ trước,Địa bàn,B-train-00802-q04,Đồng Nai,10,Đồng Nai,10,True,10|12|13,10|12|13,3,3
B-train-00802,1,2,argmax,Tỷ trọng (%),Địa bàn,B-train-00802-q09,Khánh Hòa,13,Khánh Hòa,13,True,10|12|13,10|12|13,3,3
B-train-00802,1,2,argmax,Sản lượng (tấn),Địa bàn,B-train-00802-q10,Đà Nẵng,12,Đà Nẵng,12,True,10|12|13,10|12|13,3,3
B-train-00803,1,1,argmin,Giá trị hợp đồng,Dự án,B-train-00803-q03,Khu tái định cư,7,Miền Trung,8,False,7,8,1,1
B-train-00803,1,2,argmax,Hiện có,Phòng ban,B-train-00803-q05,Hành chính,13,Hành chính,13,True,13|15,4|13,2,2
B-train-00803,1,2,argmax,Thiếu/thừa,Phòng ban,B-train-00803-q08,Kinh doanh,15,Cần Thơ,4,False,13|15,4|13,2,2
B-train-00804,1,2,argmax,Lượt khám,Khoa,B-train-00804-q03,Nhi,11,Ngoại,4,False,11,4,1,1
B-train-00804,1,1,argmin,Lũy kế,Khu vực,B-train-00804-q06,Cụm BTS-01,8,Cụm BTS-01,8,True,8,8,1,1
B-train-00805,2,1,argmax,Tồn cuối,Kho/điểm,B-train-00805-q01,Kho Đà Nẵng,4,Kho Đà Nẵng,4,True,4|8,4|8,2,2
B-train-00805,1,1,argmin,Dư nợ,Chi nhánh,B-train-00805-q02,Cần Thơ 02,7,Hải Phòng 02,9,False,7,9,1,1
B-train-00805,2,1,argmin,Lũy kế,Kho/điểm,B-train-00805-q04,Kho Hà Nội,8,Kho Hà Nội,8,True,4|8,4|8,2,2
B-train-00806,1,2,argmin,Chi phí,Kho/điểm,B-train-00806-q01,Kho Hà Nội,8,Kho Hà Nội,8,True,6|8,6|8,2,2
B-train-00806,1,2,argmax,Đúng hạn,Kho/điểm,B-train-00806-q02,Kho Cần Thơ,6,Kho Cần Thơ,6,True,6|8,6|8,2,2
B-train-00806,1,1,argmin,Lũy kế,Mã hàng,B-train-00806-q05,VT322,10,VT322,10,True,10,10,1,1
B-train-00807,1,2,argmax,Kỳ trước,Khoa,B-train-00807-q03,Nhi,5,Nhi,5,True,5,5,1,1
B-train-00807,1,1,argmin,Tồn cuối,Mã hàng,B-train-00807-q05,VT972,6,VT972,6,True,6|7|10,6|7|10,3,3
B-train-00807,1,1,argmin,Tồn đầu,Mã hàng,B-train-00807-q06,VT367,10,VT367,10,True,6|7|10,6|7|10,3,3
B-train-00807,1,1,argmax,Tồn đầu,Mã hàng,B-train-00807-q07,Khánh Hòa,7,Khánh Hòa,7,True,6|7|10,6|7|10,3,3
B-train-00808,1,2,argmax,Kế hoạch năm,Mã hàng,B-train-00808-q03,VT284,6,Hà Nội,7,False,6|10,7|10,2,2
B-train-00808,1,1,argmin,Tỷ trọng (%),Trạm,B-train-00808-q04,Trạm Tây Đô,11,Trạm 110kV Bắc,3,False,9|11,3|9,2,2
B-train-00808,1,2,argmin,Xuất,Mã hàng,B-train-00808-q05,VT416,10,VT416,10,True,6|10,7|10,2,2
B-train-00808,1,1,argmax,Lũy kế,Trạm,B-train-00808-q09,Trạm 220kV Trung,9,Trạm 220kV Trung,9,True,9|11,3|9,2,2
B-train-00809,1,2,argmax,Tỷ trọng (%),Tuyến,B-train-00809-q01,Hà Nội – Hải Phòng,3,Hà Nội – Hải Phòng,3,True,3,3,1,1
B-train-00809,2,1,argmin,Kỳ trước,Đơn vị,B-train-00809-q06,THPT Chu Văn An,7,THPT Chu Văn An,7,True,7,7,1,1
B-train-00809,1,1,argmin,Kỳ trước,Khu vực,B-train-00809-q10,Đồng bằng sông Cửu Long,12,Đồng bằng sông Cửu Long,12,True,12,12,1,1
B-train-00810,2,1,argmin,Hành khách,Tuyến,B-train-00810-q02,TP.HCM – Cần Thơ,11,TP.HCM – Cần Thơ,11,True,11|12,11|12,2,2
B-train-00810,2,1,argmax,Kỳ này,Tuyến,B-train-00810-q03,Nha Trang – Đà Lạt,12,Nha Trang – Đà Lạt,12,True,11|12,11|12,2,2
B-train-00810,1,1,argmax,Kỳ này,Tuyến,B-train-00810-q05,Đà Nẵng – Huế,16,Đà Nẵng – Huế,16,True,15|16,15|16,2,2
B-train-00810,1,1,argmin,Doanh thu,Tuyến,B-train-00810-q06,Hà Nội – Hải Phòng,15,Hà Nội – Hải Phòng,15,True,15|16,15|16,2,2
B-train-00811,2,1,argmin,Tiến độ,Dự án,B-train-00811-q04,Cầu Đông Thành,8,Miền Trung,14,False,8,14,1,1
B-train-00811,1,1,argmin,Thực hiện,Khu vực,B-train-00811-q08,Đồng bằng sông Cửu Long,7,Đồng bằng sông Cửu Long,7,True,6|7,6|7,2,2
B-train-00811,1,2,argmax,Giá dự toán,Gói thầu,B-train-00811-q09,GT87,7,GT87,7,True,7,7,1,1
B-train-00811,1,1,argmax,Chênh lệch,Khu vực,B-train-00811-q10,Tây Nguyên,6,Tây Nguyên,6,True,6|7,6|7,2,2
B-train-00812,2,1,argmax,Trễ hạn,Nhóm chế độ,B-train-00812-q01,Thai sản,5,Thai sản,5,True,5|10,5|10,2,2
B-train-00812,2,1,argmin,Tỷ trọng (%),Nhóm chế độ,B-train-00812-q05,Thai sản,10,Thai sản,10,True,5|10,5|10,2,2
B-train-00813,1,1,argmax,Khách quốc tế,Điểm đến,B-train-00813-q06,Vịnh Hạ Long,3,Vịnh Hạ Long,3,True,3|6,3|6,2,2
B-train-00813,2,1,argmax,Khách quốc tế,Điểm đến,B-train-00813-q07,Đà Lạt,8,Đà Lạt,8,True,8,8,1,1
B-train-00813,1,1,argmin,Công suất phòng,Điểm đến,B-train-00813-q09,Nha Trang,6,Nha Trang,6,True,3|6,3|6,2,2
B-train-00814,1,1,argmin,Thiếu/thừa,Phòng ban,B-train-00814-q01,Công nghệ,6,Công nghệ,6,True,6,6,1,1
B-train-00814,1,2,argmax,Tỷ trọng (%),Gói thầu,B-train-00814-q06,GT15,3,GT15,3,True,3|6|10,3|6|10,3,3
B-train-00814,1,2,argmin,Giá dự toán,Gói thầu,B-train-00814-q09,GT04,6,GT04,6,True,3|6|10,3|6|10,3,3
B-train-00814,1,2,argmax,Giá trúng,Gói thầu,B-train-00814-q10,GT42,10,GT42,10,True,3|6|10,3|6|10,3,3
B-train-00815,1,1,argmin,Lưu lượng,Khu vực,B-train-00815-q04,Cụm BTS-02,4,Cụm BTS-02,4,True,4|6|11,4|6|11,3,3
B-train-00815,2,1,argmin,Phản ánh,Khu vực,B-train-00815-q05,Khu vực đô thị,6,Khu vực đô thị,6,True,6,6,1,1
B-train-00815,1,1,argmax,Lưu lượng,Khu vực,B-train-00815-q08,Khu vực đô thị,11,Khu vực đô thị,11,True,4|6|11,4|6|11,3,3
B-train-00815,1,1,argmax,Phản ánh,Khu vực,B-train-00815-q10,Khu vực đô thị,6,Khu vực đô thị,6,True,4|6|11,4|6|11,3,3
B-train-00816,1,2,argmax,Lượt khám,Khoa,B-train-00816-q01,Đồng Nai,8,Ngoại,10,False,4|8,4|10,2,2
B-train-00816,1,2,argmin,Nhập viện,Khoa,B-train-00816-q06,Ngoại,4,Ngoại,4,True,4|8,4|10,2,2
B-train-00816,1,1,argmin,Kế hoạch năm,Đơn vị,B-train-00816-q08,THPT Chu Văn An,7,THPT Chu Văn An,7,True,7,7,1,1
B-train-00817,2,1,argmax,Tỷ lệ rớt cuộc,Khu vực,B-train-00817-q02,Khu vực ven biển,5,Khu vực ven biển,5,True,3|5|9,3|5|9,3,3
B-train-00817,1,2,argmax,Kỳ này,Dự án,B-train-00817-q04,Khu tái định cư,12,Khu tái định cư,12,True,12,12,1,1
B-train-00817,2,1,argmin,Phản ánh,Khu vực,B-train-00817-q05,Cụm BTS-01,3,Cụm BTS-01,3,True,3|5|9,3|5|9,3,3
B-train-00817,2,1,argmin,Kỳ trước,Khu vực,B-train-00817-q10,Miền Nam,9,Miền Nam,9,True,3|5|9,3|5|9,3,3
B-train-00818,2,1,argmax,Kỳ trước,Trạm,B-train-00818-q04,Trạm Nam Sông,10,Trạm Nam Sông,10,True,10,10,1,1
B-train-00818,1,1,argmax,Kế hoạch năm,Trạm,B-train-00818-q05,Trạm Nam Sông,10,Trạm Nam Sông,10,True,10,10,1,1
B-train-00819,1,2,argmin,Kỳ trước,Điểm đến,B-train-00819-q02,Đà Lạt,5,Phú Quốc Đã đối chiếu,7,False,5|8,7,2,1
B-train-00819,1,2,argmin,Công suất phòng,Điểm đến,B-train-00819-q03,Vịnh Hạ Long,8,Phú Quốc Đã đối chiếu,7,False,5|8,7,2,1
B-train-00819,1,1,argmax,Kế hoạch năm,Chi nhánh,B-train-00819-q08,Khánh Hòa 03,6,Khánh Hòa 03,6,True,6,6,1,1
B-train-00820,1,1,argmax,Kỳ này,Điểm bán,B-train-00820-q04,Cửa hàng 02,9,Cửa hàng 02,9,True,6|9,6|9,2,2
B-train-00820,1,1,argmax,Giá trị bán,Điểm bán,B-train-00820-q10,Điểm bán phía Bắc,6,Điểm bán phía Bắc,6,True,6|9,6|9,2,2
B-train-00821,2,1,argmax,Giải ngân,Dự án,B-train-00821-q02,Đường vành đai,7,Đường vành đai,7,True,7|18,7|18,2,2
B-train-00821,2,1,argmin,Tiến độ,Dự án,B-train-00821-q07,Trường liên cấp,18,Trường liên cấp,18,True,7|18,7|18,2,2
B-train-00821,1,1,argmax,Giải ngân,Dự án,B-train-00821-q09,Cầu Đông Thành,8,Cầu Đông Thành,8,True,8,8,1,1
B-train-00822,1,2,argmax,Tỷ trọng (%),Gói thầu,B-train-00822-q04,Miền Nam,12,Miền Nam,12,True,5|6|8|12,5|8|12,4,3
B-train-00822,1,2,argmin,Tỷ trọng (%),Gói thầu,B-train-00822-q05,GT74,5,GT74,5,True,5|6|8|12,5|8|12,4,3
B-train-00822,1,2,argmin,Kỳ này,Gói thầu,B-train-00822-q06,GT28,6,Miền Nam,12,False,5|6|8|12,5|8|12,4,3
B-train-00822,1,2,argmax,Lũy kế,Gói thầu,B-train-00822-q07,GT76,8,GT76,8,True,5|6|8|12,5|8|12,4,3
B-train-00823,1,1,argmin,Tỷ lệ đạt,Đơn vị,B-train-00823-q01,THPT Trần Phú,5,THPT Trần Phú,5,True,5|11,5|11,2,2
B-train-00823,1,1,argmin,Đạt,Đơn vị,B-train-00823-q02,THPT Trần Phú,5,THPT Trần Phú,5,True,5|11,5|11,2,2
B-train-00823,1,1,argmax,Thí sinh,Đơn vị,B-train-00823-q08,THPT Phan Bội Châu,11,THPT Phan Bội Châu,11,True,5|11,5|11,2,2
B-train-00824,1,2,argmin,Kỳ này,Tuyến,B-train-00824-q02,Hà Nội – Hải Phòng,3,Hà Nội – Hải Phòng,3,True,3,3,1,1
B-train-00824,1,1,argmax,Kỳ trước,Nhóm chế độ,B-train-00824-q08,Thất nghiệp,4,Thất nghiệp,4,True,4,4,1,1
B-train-00825,1,1,argmin,Kỳ trước,Tuyến,B-train-00825-q01,Hà Nội – Hải Phòng,11,Hà Nội – Hải Phòng,11,True,3|11|13,3|11|13,3,3
B-train-00825,2,1,argmax,Kỳ trước,Kho/điểm,B-train-00825-q03,Kho Hà Nội,8,Kho Hà Nội,8,True,8,8,1,1
B-train-00825,1,1,argmax,Đúng giờ,Tuyến,B-train-00825-q06,TP.HCM – Cần Thơ,13,TP.HCM – Cần Thơ,13,True,3|11|13,3|11|13,3,3
B-train-00825,1,1,argmin,Kế hoạch năm,Tuyến,B-train-00825-q10,Hà Nội – Hải Phòng,3,Hà Nội – Hải Phòng,3,True,3|11|13,3|11|13,3,3
B-train-00826,1,2,argmin,Tỷ trọng (%),Chi nhánh,B-train-00826-q03,Khánh Hòa 03,11,Đà Nẵng 01 Đã đối chiếu,5,False,11,5,1,1
B-train-00826,1,1,argmax,Tồn cuối,Mã hàng,B-train-00826-q05,VT119,11,VT119,11,True,8|11,8|11,2,2
B-train-00826,1,1,argmin,Kỳ trước,Mã hàng,B-train-00826-q10,VT606,8,VT606,8,True,8|11,8|11,2,2
B-train-00827,1,2,argmax,Lũy kế,Khu vực,B-train-00827-q01,Miền Nam,10,Miền Nam,10,True,3|10|11,3|10|11,3,3
B-train-00827,1,1,argmax,Công suất đỉnh,Trạm,B-train-00827-q06,Trạm 220kV Trung,9,Trạm 220kV Trung,9,True,9,9,1,1
B-train-00827,1,2,argmin,Kỳ này,Khu vực,B-train-00827-q07,Miền Bắc,3,Miền Bắc,3,True,3|10|11,3|10|11,3,3
B-train-00827,1,2,argmin,Lũy kế,Khu vực,B-train-00827-q10,Tây Nguyên,11,Tây Nguyên,11,True,3|10|11,3|10|11,3,3
B-train-00828,1,1,argmin,Kỳ trước,Kho/điểm,B-train-00828-q02,Kho Đà Nẵng,9,Kho Đà Nẵng,9,True,8|9,8|9,2,2
B-train-00828,1,2,argmin,Tỷ trọng (%),Nghiệp vụ,B-train-00828-q03,Xe cơ giới,9,Xe cơ giới,9,True,9|15,9|15,2,2
B-train-00828,1,2,argmax,Kế hoạch năm,Nghiệp vụ,B-train-00828-q05,Tài sản,15,Tài sản,15,True,9|15,9|15,2,2
B-train-00828,1,1,argmax,Tồn cuối,Kho/điểm,B-train-00828-q07,Kho Hà Nội,8,Kho Hà Nội,8,True,8|9,8|9,2,2
B-train-00829,2,1,argmax,Kỳ này,Địa bàn,B-train-00829-q03,Lâm Đồng,7,Lâm Đồng,7,True,7|11,7|11,2,2
B-train-00829,1,1,argmin,Kỳ trước,Địa bàn,B-train-00829-q09,Hà Nội,17,Hà Nội,17,True,17,17,1,1
B-train-00829,2,1,argmin,Diện tích (ha),Địa bàn,B-train-00829-q10,Khánh Hòa,11,Khánh Hòa,11,True,7|11,7|11,2,2
B-train-00830,2,1,argmax,Tỷ trọng (%),Kho/điểm,B-train-00830-q01,Kho Bình Dương,5,Cần Thơ,6,False,3|5|10,3|6,3,2
B-train-00830,2,1,argmin,Kỳ trước,Kho/điểm,B-train-00830-q06,Kho Hà Nội,3,Kho Hà Nội,3,True,3|5|10,3|6,3,2
B-train-00830,2,1,argmin,Lũy kế,Kho/điểm,B-train-00830-q07,Kho Hà Nội,3,Kho Hà Nội,3,True,3|5|10,3|6,3,2
B-train-00830,2,1,argmax,Tồn cuối,Kho/điểm,B-train-00830-q08,Kho Bình Dương,10,Cần Thơ,6,False,3|5|10,3|6,3,2
B-train-00831,1,1,argmin,Kỳ này,Trạm,B-train-00831-q03,Trạm 110kV Bắc,18,Trạm 110kV Bắc,18,True,11|18,11|18,2,2
B-train-00831,1,1,argmax,Kỳ trước,Trạm,B-train-00831-q07,Trạm Tây Đô,11,Trạm Tây Đô,11,True,11|18,11|18,2,2
B-train-00831,2,1,argmax,Sự cố,Trạm,B-train-00831-q09,Trạm Nam Sông,5,Trạm Nam Sông,5,True,5,5,1,1
B-train-00832,1,1,argmin,Lũy kế,Phòng ban,B-train-00832-q01,Vận hành,11,Đồng Nai,14,False,6|11,6|14,2,2
B-train-00832,1,2,argmin,Kỳ trước,Mã hàng,B-train-00832-q03,VT672,4,VT672,4,True,4,4,1,1
B-train-00832,1,1,argmax,Kỳ này,Phòng ban,B-train-00832-q09,Công nghệ,6,Công nghệ,6,True,6|11,6|14,2,2
B-train-00833,1,1,argmax,Khách quốc tế,Điểm đến,B-train-00833-q04,Vịnh Hạ Long,3,Vịnh Hạ Long,3,True,3|11,3|11,2,2
B-train-00833,1,1,argmin,Khách quốc tế,Điểm đến,B-train-00833-q06,Mức A | ưu tiên,11,Mức A | ưu tiên,11,True,3|11,3|11,2,2
B-train-00833,2,1,argmax,Kỳ này,Điểm đến,B-train-00833-q07,Nha Trang,16,Nha Trang,16,True,7|16,7|16,2,2
B-train-00833,2,1,argmin,Doanh thu,Điểm đến,B-train-00833-q09,Phú Quốc,7,Phú Quốc,7,True,7|16,7|16,2,2
B-train-00834,1,2,argmin,Kỳ này,Địa bàn,B-train-00834-q01,Hải Phòng,11,Hải Phòng,11,True,9|11,9|11,2,2
B-train-00834,1,2,argmax,Kỳ trước,Địa bàn,B-train-00834-q05,Lâm Đồng,9,Lâm Đồng,9,True,9|11,9|11,2,2
B-train-00834,1,1,argmax,Hiện có,Phòng ban,B-train-00834-q06,Vận hành,11,Vận hành,11,True,11,11,1,1
B-train-00835,1,1,argmax,Công suất phòng,Điểm đến,B-train-00835-q01,Đà Lạt,10,Đà Lạt,10,True,3|10,10|15,2,2
B-train-00835,1,2,argmin,Phản ánh,Khu vực,B-train-00835-q06,Cụm BTS-01,3,Cụm BTS-01,3,True,3,3,1,1
B-train-00835,1,1,argmin,Kỳ trước,Điểm đến,B-train-00835-q10,Vịnh Hạ Long,3,Hải Phòng,15,False,3|10,10|15,2,2
B-train-00836,1,1,argmin,Nhập,Mã hàng,B-train-00836-q04,VT876,13,Hà Nội,11,False,13|14,11|13|14,2,3
B-train-00836,1,1,argmax,Tồn đầu,Mã hàng,B-train-00836-q07,VT855,14,VT855,14,True,13|14,11|13|14,2,3
B-train-00836,1,1,argmax,Kỳ này,Mã hàng,B-train-00836-q08,VT876,13,VT876,13,True,13|14,11|13|14,2,3
B-train-00837,1,1,argmin,Tỷ trọng (%),Trạm,B-train-00837-q01,Trạm Cao Nguyên,17,Trạm 110kV Bắc,8,False,4|17,4|8|17,2,3
B-train-00837,2,1,argmin,Tỷ trọng (%),Trạm,B-train-00837-q06,Trạm Cao Nguyên,12,Trạm Cao Nguyên,12,True,12,12,1,1
B-train-00837,1,1,argmax,Kỳ trước,Trạm,B-train-00837-q07,Trạm Cao Nguyên,17,Trạm Cao Nguyên,17,True,4|17,4|8|17,2,3
B-train-00837,1,1,argmax,Tỷ trọng (%),Trạm,B-train-00837-q10,Trạm 220kV Trung,4,Trạm 220kV Trung,4,True,4|17,4|8|17,2,3
B-train-00838,1,2,argmax,Doanh thu,Điểm đến,B-train-00838-q07,Vịnh Hạ Long,8,Vịnh Hạ Long,8,True,8|14,8|14,2,2
B-train-00838,1,1,argmin,Lũy kế,Phòng ban,B-train-00838-q08,Chăm sóc khách hàng,8,Chăm sóc khách hàng,8,True,8,8,1,1
B-train-00838,1,2,argmax,Kế hoạch năm,Điểm đến,B-train-00838-q10,Phố cổ Hội An,14,Phố cổ Hội An,14,True,8|14,8|14,2,2
B-train-00839,2,1,argmax,Kế hoạch năm,Điểm quan trắc,B-train-00839-q02,Hồ Xuân Hương,7,Hồ Xuân Hương,7,True,7,7,1,1
B-train-00839,1,1,argmin,BOD5,Điểm quan trắc,B-train-00839-q03,KCN Long Thành,11,KCN Long Thành,11,True,11,11,1,1
